edad,trabajo,estado_civil ,educacion,total_hijos,credito_sin_pago,prestamo_vivienda,prestamo_personal,valor_prestamo,dias_ultimo_pago,tarjetas_credito,contacto,mes,dia_semana,duracion_ultimo_contacto,dias_ultimo_contacto,anterior_contacto,numero_empleados,si_no
34,admin.,single,Technological_school,6,no,yes,no,436098,0,4,cellular,aug,tue,168,49,0,1742,0
34,housemaid,divorced,university.degree,8,no,yes,yes,273672,0,0,cellular,apr,fri,73,43,0,1156,0
27,services,married,Technological_school,3,no,yes,no,113908,0,0,telephone,jun,fri,172,33,0,1639,0
28,blue-collar,single,tecnical_school,7,no,yes,no,289868,0,5,cellular,may,thu,176,85,0,1871,0
26,student,single,professional.course,5,no,no,yes,63983,0,3,cellular,may,fri,182,89,0,265,1
42,admin.,married,university.degree,2,no,yes,yes,248933,0,3,cellular,jul,mon,313,20,0,1997,0
44,admin.,single,Technological_school,4,no,yes,no,374809,0,4,cellular,nov,wed,149,57,1,1900,0
42,technician,single,professional.course,5,no,yes,no,64967,0,2,cellular,jul,tue,179,74,0,1597,0
43,blue-collar,single,professional.course,5,no,no,no,0,0,1,telephone,may,wed,51,0,0,266,0
46,admin.,married,university.degree,8,no,yes,no,183699,0,2,cellular,aug,tue,208,57,0,386,0
51,admin.,divorced,Technological_school,3,no,no,yes,251723,0,3,cellular,nov,thu,64,54,0,1645,0
43,technician,married,university.degree,0,no,yes,no,201066,0,4,telephone,jul,fri,105,75,0,1641,0
44,blue-collar,married,tecnical_school,4,no,yes,no,445059,0,4,cellular,jul,mon,89,13,0,204,0
36,services,divorced,Technological_school,4,no,yes,no,241705,0,0,cellular,jul,mon,226,52,0,1701,0
55,management,married,university.degree,3,unknown,no,no,0,0,2,telephone,may,tue,142,0,0,247,0
39,management,single,Technological_school,1,unknown,no,no,0,0,0,cellular,nov,tue,714,0,1,1383,0
25,student,single,professional.course,6,no,yes,no,462961,0,1,cellular,may,wed,483,86,0,1172,0
37,admin.,married,Technological_school,1,no,no,no,0,0,3,telephone,may,tue,185,0,0,1562,0
45,management,married,university.degree,0,no,no,no,0,0,3,telephone,jun,fri,126,0,0,1559,0
60,blue-collar,married,tecnical_school,3,unknown,yes,no,422726,0,3,telephone,jun,thu,80,23,0,227,0
58,housemaid,single,professional.course,5,no,no,no,0,0,1,cellular,apr,mon,147,0,1,1844,0
42,entrepreneur,married,tecnical_school,7,no,unknown,unknown,0,0,5,cellular,mar,tue,133,0,0,1840,0
41,management,married,university.degree,6,no,yes,no,148614,0,5,cellular,nov,mon,49,10,0,1993,0
47,technician,married,professional.course,8,no,no,no,0,0,5,cellular,jul,mon,66,0,0,1331,0
42,blue-collar,married,primary_school,3,unknown,no,no,0,0,1,telephone,jun,wed,138,0,0,1337,0
52,management,married,Technological_school,3,unknown,yes,no,438470,0,4,telephone,may,fri,113,78,0,628,0
36,admin.,single,Technological_school,8,no,no,no,0,0,2,cellular,may,thu,42,0,1,752,0
34,blue-collar,married,professional.course,7,unknown,yes,no,144969,0,5,telephone,jun,thu,280,85,0,1133,0
34,blue-collar,married,preschool,3,no,no,yes,84875,0,2,telephone,may,tue,101,23,1,984,0
37,admin.,married,university.degree,4,no,no,no,0,0,2,telephone,jun,thu,63,0,0,365,0
49,housemaid,divorced,preschool,5,no,no,no,0,0,4,telephone,jun,wed,67,0,0,987,0
60,retired,married,preschool,3,no,no,no,0,0,5,cellular,oct,mon,82,0,0,1824,0
52,services,divorced,preschool,0,unknown,yes,yes,40434,0,1,cellular,nov,fri,23,45,0,1847,0
29,admin.,single,university.degree,6,no,no,no,0,0,1,cellular,aug,fri,186,0,0,811,0
56,blue-collar,married,tecnical_school,2,unknown,no,yes,121050,0,4,cellular,apr,wed,87,59,0,1074,0
23,admin.,single,professional.course,0,no,yes,no,160082,0,2,cellular,jul,wed,245,29,0,1458,0
46,admin.,married,Technological_school,4,no,no,yes,279229,0,1,telephone,may,tue,197,19,0,1743,0
44,admin.,married,Technological_school,6,no,yes,yes,223229,0,2,cellular,may,fri,111,43,0,467,0
34,unemployed,single,Technological_school,6,no,yes,no,399422,0,4,cellular,may,wed,1970,39,0,1477,1
36,services,married,Technological_school,7,no,yes,no,399998,0,0,cellular,oct,fri,104,31,1,1050,0
31,blue-collar,single,tecnical_school,3,no,no,no,0,0,3,cellular,may,thu,59,0,1,1597,0
48,services,divorced,tecnical_school,8,no,unknown,unknown,0,0,1,cellular,may,thu,67,0,0,669,0
31,student,single,university.degree,3,no,no,no,0,0,3,cellular,aug,tue,279,0,2,586,1
41,management,married,Technological_school,7,no,no,no,0,0,3,cellular,may,mon,236,0,0,38,0
42,technician,married,primary_school,2,no,yes,no,473333,0,4,telephone,may,tue,705,42,0,516,0
31,services,single,Technological_school,5,unknown,yes,no,137450,0,3,telephone,may,thu,102,51,0,1607,0
60,management,married,university.degree,7,no,no,no,0,0,2,telephone,jun,mon,526,0,0,698,1
45,entrepreneur,married,university.degree,0,unknown,yes,yes,480196,0,5,cellular,aug,mon,38,3,0,353,0
88,retired,divorced,preschool,6,no,yes,no,132398,0,0,cellular,oct,wed,180,27,0,848,0
48,technician,married,unknown,3,no,yes,no,380062,0,4,telephone,may,mon,429,88,0,1674,0
31,management,single,university.degree,5,no,yes,no,254853,0,1,cellular,may,thu,165,36,0,1579,0
40,technician,married,university.degree,4,no,no,no,0,0,0,cellular,may,mon,192,0,1,605,0
42,blue-collar,married,preschool,8,no,no,no,0,0,5,cellular,jul,wed,53,0,0,781,0
23,technician,single,Technological_school,3,no,no,yes,214372,0,0,cellular,may,thu,1129,38,0,1843,1
37,admin.,single,university.degree,6,no,no,no,0,0,5,telephone,may,wed,362,0,0,1557,0
29,technician,married,university.degree,4,no,no,yes,163009,0,2,cellular,aug,wed,80,42,0,1068,0
31,technician,single,professional.course,6,no,no,no,0,0,0,cellular,may,tue,163,0,1,1326,0
34,unknown,married,preschool,4,no,yes,no,343851,0,4,cellular,apr,thu,477,41,0,1700,0
34,admin.,married,Technological_school,6,no,no,no,0,0,1,telephone,may,wed,357,0,0,597,0
56,admin.,divorced,primary_school,3,no,no,yes,61115,0,0,cellular,jul,thu,174,2,0,784,0
21,student,single,Technological_school,7,no,yes,yes,110730,0,1,cellular,aug,tue,220,34,0,1117,0
24,services,single,Technological_school,2,no,yes,no,427859,0,3,cellular,apr,wed,209,88,0,1274,1
53,technician,divorced,Technological_school,1,no,yes,no,485862,0,2,cellular,jul,tue,201,80,0,1582,0
49,self-employed,married,Technological_school,1,no,no,no,0,0,0,cellular,may,fri,309,0,0,1496,0
60,admin.,married,unknown,1,no,yes,no,441373,0,4,cellular,may,wed,762,77,2,1536,1
42,admin.,single,Technological_school,6,no,yes,no,369798,0,2,cellular,jul,thu,154,15,0,1308,0
45,admin.,single,Technological_school,0,no,yes,no,47656,0,3,cellular,may,thu,19,22,1,1421,0
21,admin.,single,Technological_school,7,no,yes,no,421187,0,2,cellular,apr,wed,122,1,0,1814,0
43,admin.,married,university.degree,1,no,no,no,0,0,1,cellular,aug,wed,420,0,0,235,0
40,management,married,university.degree,6,no,unknown,unknown,0,0,1,telephone,jun,mon,61,0,0,178,0
37,unemployed,single,university.degree,6,no,yes,no,48714,0,2,cellular,jun,thu,122,72,1,564,0
43,admin.,married,university.degree,0,no,yes,no,61859,0,2,cellular,mar,fri,689,40,0,138,0
29,services,single,Technological_school,8,unknown,yes,no,23981,0,2,telephone,jun,fri,334,33,0,1906,0
58,admin.,married,university.degree,1,no,yes,no,242419,0,2,telephone,oct,mon,9,32,0,796,0
40,admin.,single,Technological_school,5,no,yes,no,131843,0,3,cellular,may,mon,213,50,1,98,0
27,blue-collar,married,tecnical_school,8,unknown,yes,yes,16770,0,0,telephone,may,mon,115,5,0,783,0
32,admin.,married,university.degree,2,no,yes,no,451577,0,0,cellular,aug,wed,322,82,0,1328,0
31,management,single,university.degree,3,no,no,no,0,0,4,cellular,aug,mon,413,0,0,911,0
34,blue-collar,married,primary_school,0,unknown,yes,yes,118605,0,0,cellular,nov,wed,182,90,1,284,0
30,blue-collar,divorced,tecnical_school,8,no,no,no,0,0,2,telephone,jun,mon,79,0,0,1277,0
57,admin.,divorced,university.degree,5,no,yes,no,319959,0,4,cellular,nov,thu,172,62,0,1462,0
52,blue-collar,married,preschool,2,no,no,no,0,0,4,cellular,apr,wed,358,0,0,911,0
31,blue-collar,married,tecnical_school,2,no,yes,no,322550,0,3,cellular,nov,tue,60,5,0,1148,0
37,self-employed,married,professional.course,7,no,yes,no,355946,0,2,telephone,may,thu,80,41,0,313,0
41,blue-collar,married,tecnical_school,4,no,no,no,0,0,0,telephone,may,thu,410,0,0,402,0
29,admin.,single,university.degree,4,no,yes,no,64008,0,5,cellular,nov,thu,341,23,0,1820,0
53,technician,married,unknown,3,no,yes,no,425176,0,0,telephone,jun,thu,134,41,0,947,0
28,unemployed,married,professional.course,4,no,no,no,0,0,3,telephone,aug,fri,140,0,0,394,0
58,management,divorced,university.degree,2,no,yes,no,461853,0,0,cellular,nov,mon,48,87,0,681,0
36,blue-collar,married,preschool,1,unknown,no,no,0,0,2,telephone,jun,mon,280,0,0,1789,0
56,blue-collar,divorced,preschool,1,no,yes,no,23536,0,4,telephone,jun,wed,378,12,0,16,0
42,admin.,single,university.degree,2,no,yes,no,128004,0,1,telephone,may,mon,422,46,0,1953,0
49,management,married,university.degree,7,no,no,no,0,0,1,telephone,jun,mon,202,0,0,1804,0
36,unemployed,single,preschool,8,unknown,no,no,0,0,2,telephone,may,fri,143,0,0,1598,0
40,admin.,married,professional.course,3,no,no,yes,463543,0,4,telephone,may,fri,148,25,0,1618,0
42,services,married,Technological_school,0,no,yes,yes,187908,0,5,telephone,apr,fri,73,30,1,534,0
36,technician,single,professional.course,1,no,no,yes,67951,0,4,telephone,may,mon,114,16,0,994,0
41,technician,married,professional.course,6,no,no,no,0,0,2,cellular,nov,fri,407,0,0,1276,0
29,blue-collar,married,tecnical_school,5,no,no,yes,381460,0,4,cellular,may,wed,837,65,0,1904,1
41,technician,single,university.degree,3,unknown,no,no,0,0,1,telephone,may,tue,160,0,0,811,0
27,blue-collar,married,tecnical_school,4,no,yes,no,239986,0,1,telephone,may,tue,297,89,0,894,0
63,retired,divorced,university.degree,8,no,yes,yes,416170,0,1,cellular,jul,thu,146,48,1,1417,0
52,services,married,tecnical_school,8,unknown,yes,yes,48133,0,2,cellular,aug,thu,110,0,0,704,0
18,student,single,unknown,4,no,yes,no,397018,0,2,cellular,may,thu,183,44,2,1753,0
38,admin.,married,Technological_school,5,no,no,no,0,0,0,telephone,may,tue,112,0,0,161,0
36,technician,married,university.degree,0,no,no,no,0,0,3,telephone,jun,tue,181,0,0,610,0
34,admin.,married,university.degree,7,no,yes,no,415441,0,3,cellular,aug,mon,227,74,0,1690,0
28,unemployed,married,Technological_school,1,unknown,no,no,0,0,3,cellular,may,tue,216,0,1,1100,0
40,technician,married,professional.course,2,no,yes,no,419101,0,2,cellular,apr,thu,580,13,1,1566,1
31,blue-collar,single,unknown,0,no,no,no,0,0,0,telephone,may,thu,735,0,0,1131,0
29,admin.,married,Technological_school,7,no,yes,no,189599,0,0,telephone,may,fri,44,54,0,20,0
54,admin.,divorced,professional.course,0,no,yes,no,196238,0,0,cellular,may,tue,81,24,1,170,0
48,technician,divorced,professional.course,5,no,yes,no,331059,0,3,cellular,jul,tue,360,48,0,1943,0
52,technician,married,professional.course,7,no,no,no,0,0,4,cellular,jul,fri,221,0,0,1904,0
43,blue-collar,married,Technological_school,8,unknown,yes,no,321306,0,3,cellular,jul,mon,245,38,0,97,0
40,admin.,single,university.degree,2,no,no,no,0,0,3,telephone,may,wed,244,0,0,1902,0
23,technician,single,professional.course,7,no,yes,no,185516,0,5,cellular,nov,thu,116,60,2,173,0
32,blue-collar,married,tecnical_school,8,unknown,no,no,0,0,0,telephone,may,thu,128,0,0,897,0
38,admin.,single,tecnical_school,8,no,yes,yes,144009,0,0,cellular,nov,mon,501,27,0,1148,0
45,technician,married,university.degree,2,no,yes,no,241012,0,5,telephone,jun,tue,189,6,0,1121,0
48,blue-collar,married,tecnical_school,4,no,no,no,0,0,3,telephone,may,mon,607,0,0,381,1
38,management,divorced,university.degree,6,no,no,yes,121122,0,5,cellular,apr,mon,72,35,1,74,0
32,admin.,single,Technological_school,3,no,no,yes,292823,0,4,cellular,may,fri,284,62,0,1764,0
48,blue-collar,married,tecnical_school,1,no,yes,no,440982,0,4,telephone,may,wed,241,26,0,385,0
38,admin.,single,university.degree,2,unknown,yes,no,224661,0,1,telephone,may,thu,35,14,0,742,0
30,services,married,Technological_school,3,no,yes,no,207134,0,0,cellular,jul,tue,24,26,0,1317,0
37,blue-collar,single,professional.course,4,no,no,no,0,0,1,telephone,may,mon,128,0,0,555,0
58,admin.,married,Technological_school,1,no,no,yes,189377,0,5,telephone,may,wed,152,33,0,1265,0
39,admin.,married,Technological_school,4,no,yes,no,48629,0,3,cellular,jun,tue,165,50,1,1917,0
49,services,divorced,tecnical_school,6,no,no,no,0,0,4,telephone,may,mon,134,0,0,566,0
58,admin.,married,Technological_school,5,no,yes,no,180916,0,1,cellular,aug,thu,107,27,0,1834,0
55,admin.,married,university.degree,4,no,no,no,0,0,5,cellular,aug,wed,54,0,0,1328,0
33,technician,married,Technological_school,0,no,no,no,0,0,5,cellular,aug,fri,108,0,0,329,0
33,entrepreneur,married,university.degree,7,no,yes,no,399883,0,2,cellular,aug,mon,59,86,0,56,0
28,services,single,Technological_school,8,no,yes,no,322942,0,4,cellular,jul,wed,85,62,0,1828,0
38,blue-collar,unknown,Technological_school,1,no,no,no,0,0,2,cellular,may,wed,311,0,1,1611,0
34,technician,divorced,professional.course,0,no,no,no,0,0,1,cellular,may,fri,64,0,0,133,0
32,admin.,single,university.degree,2,no,yes,no,283391,0,3,cellular,apr,thu,386,80,0,1416,0
56,retired,married,primary_school,8,no,yes,no,158733,0,2,cellular,jul,tue,509,50,0,767,0
33,self-employed,married,tecnical_school,7,no,no,no,0,0,4,telephone,may,fri,100,0,0,76,0
30,blue-collar,single,Technological_school,0,no,no,no,0,0,5,telephone,may,fri,76,0,0,1016,0
49,management,divorced,university.degree,2,no,no,no,0,0,3,cellular,jul,thu,144,0,0,1487,0
33,technician,married,professional.course,6,no,no,no,0,0,2,cellular,aug,tue,129,0,0,913,0
34,admin.,single,university.degree,6,unknown,no,yes,235193,0,5,cellular,aug,mon,103,20,0,255,0
40,entrepreneur,married,tecnical_school,6,no,no,no,0,0,2,cellular,apr,fri,75,0,0,1585,0
45,blue-collar,married,tecnical_school,4,unknown,no,no,0,0,3,cellular,jul,tue,220,0,0,1813,0
35,technician,single,primary_school,3,no,unknown,unknown,0,0,1,telephone,may,thu,332,0,0,415,0
42,management,married,university.degree,0,no,no,no,0,0,4,telephone,may,mon,64,0,0,768,0
46,management,married,university.degree,3,no,yes,yes,251811,0,0,cellular,may,thu,84,68,1,1678,0
30,admin.,married,Technological_school,0,no,yes,no,56543,0,5,cellular,jul,fri,53,56,0,1702,0
33,admin.,single,university.degree,2,no,yes,yes,271939,0,5,cellular,aug,wed,102,37,0,1000,0
29,admin.,single,Technological_school,3,no,no,no,0,0,0,telephone,jun,wed,211,0,0,1950,0
54,technician,divorced,professional.course,6,no,no,no,0,0,3,telephone,may,tue,182,0,0,1058,0
52,services,married,primary_school,4,no,no,yes,339581,0,5,cellular,apr,mon,44,20,2,854,0
36,admin.,married,Technological_school,3,no,yes,no,268366,0,4,cellular,sep,thu,192,23,0,1908,0
20,student,single,Technological_school,0,no,no,no,0,0,1,cellular,jul,wed,74,0,0,201,0
46,management,married,university.degree,8,no,yes,no,55225,0,0,cellular,nov,thu,466,39,0,1434,0
39,blue-collar,married,preschool,1,no,yes,no,213995,0,0,cellular,apr,mon,421,4,0,425,0
46,services,divorced,Technological_school,1,no,no,no,0,0,5,cellular,apr,mon,211,0,1,807,0
39,housemaid,married,preschool,5,no,yes,yes,307343,0,2,cellular,aug,fri,215,39,0,461,0
46,technician,married,professional.course,7,no,yes,no,103178,0,2,cellular,aug,fri,182,33,1,1668,1
30,technician,single,professional.course,7,no,no,no,0,0,2,cellular,jul,tue,259,0,0,1486,0
45,admin.,married,tecnical_school,2,no,yes,no,254885,0,1,cellular,nov,mon,446,38,0,590,0
53,technician,married,professional.course,3,unknown,yes,no,287534,0,5,cellular,aug,thu,158,39,0,988,0
42,technician,single,university.degree,1,no,yes,no,280019,0,5,cellular,aug,tue,578,14,0,1837,0
27,admin.,single,unknown,0,no,yes,no,374375,0,0,cellular,mar,mon,247,90,2,1962,1
38,services,single,tecnical_school,8,no,no,no,0,0,4,cellular,may,tue,114,0,0,1696,0
54,self-employed,married,university.degree,6,no,no,yes,231206,0,0,cellular,may,tue,388,2,0,1747,0
23,student,single,Technological_school,5,no,no,no,0,0,5,telephone,nov,mon,105,0,0,1725,0
36,blue-collar,single,tecnical_school,5,no,yes,no,344951,0,5,cellular,nov,tue,82,54,1,893,0
52,services,divorced,primary_school,7,no,yes,no,82491,0,5,cellular,aug,tue,138,28,0,893,0
43,entrepreneur,divorced,professional.course,3,no,no,yes,158775,0,3,cellular,jul,fri,94,48,0,1198,0
52,technician,divorced,tecnical_school,7,no,yes,yes,36752,0,2,telephone,may,mon,257,80,0,1610,0
54,retired,married,tecnical_school,5,unknown,no,no,0,0,3,telephone,may,fri,370,0,0,682,0
35,blue-collar,married,tecnical_school,0,no,yes,no,279512,0,5,cellular,jul,thu,55,62,0,1070,0
30,blue-collar,married,tecnical_school,4,no,yes,yes,256690,0,1,telephone,may,fri,117,58,0,1078,0
28,blue-collar,married,primary_school,2,no,yes,no,488840,0,3,cellular,may,thu,933,25,0,469,1
31,technician,single,university.degree,7,no,yes,no,187622,0,3,cellular,nov,mon,984,41,0,1782,1
37,services,divorced,Technological_school,5,unknown,yes,yes,250457,0,5,cellular,apr,mon,92,20,1,1358,0
55,blue-collar,married,preschool,2,no,yes,no,345051,0,0,cellular,aug,mon,149,71,0,1603,0
31,technician,single,university.degree,0,no,no,no,0,0,5,telephone,jun,tue,91,0,0,723,0
43,blue-collar,single,preschool,2,no,yes,no,110394,0,2,telephone,may,tue,200,7,1,68,0
54,technician,married,professional.course,0,unknown,no,no,0,0,1,cellular,aug,tue,87,0,0,1978,0
43,unemployed,married,tecnical_school,7,unknown,yes,no,473656,0,4,telephone,jun,tue,200,89,0,38,0
33,admin.,married,university.degree,2,no,yes,no,313661,0,2,telephone,may,wed,623,58,0,1053,0
45,admin.,married,university.degree,0,no,unknown,unknown,0,0,2,cellular,sep,tue,55,0,1,700,0
29,services,divorced,Technological_school,4,no,yes,no,247333,0,2,telephone,may,tue,157,81,0,109,0
30,blue-collar,married,tecnical_school,7,no,no,no,0,0,0,telephone,may,wed,252,0,0,1310,0
39,admin.,married,university.degree,3,no,yes,yes,221379,0,4,telephone,may,mon,192,47,0,1282,0
31,admin.,married,university.degree,5,no,yes,no,88600,0,0,telephone,jul,mon,118,6,0,26,0
40,blue-collar,married,preschool,6,unknown,yes,no,289638,0,1,cellular,jul,wed,131,50,0,1831,0
45,admin.,married,Technological_school,2,no,yes,no,255181,0,0,telephone,jun,thu,650,81,0,195,0
46,technician,married,professional.course,5,no,yes,no,278092,0,0,telephone,may,wed,144,3,0,1303,0
51,technician,single,tecnical_school,6,no,yes,no,302295,0,1,telephone,nov,fri,218,89,0,1202,0
27,services,single,Technological_school,1,unknown,no,no,0,0,3,telephone,may,fri,280,0,0,666,0
28,entrepreneur,married,tecnical_school,5,no,no,no,0,0,1,telephone,may,mon,896,0,0,1846,1
46,admin.,married,Technological_school,4,no,no,no,0,0,3,telephone,may,fri,515,0,0,511,0
28,admin.,single,university.degree,4,no,no,no,0,0,4,cellular,mar,thu,125,0,0,1272,0
30,blue-collar,married,unknown,4,no,no,no,0,0,0,cellular,jul,wed,59,0,0,627,0
41,admin.,single,Technological_school,1,no,yes,no,394852,0,4,cellular,aug,mon,606,70,1,1923,1
34,admin.,single,Technological_school,0,no,no,no,0,0,4,cellular,jul,wed,346,0,1,631,1
39,blue-collar,married,tecnical_school,4,no,yes,no,330497,0,1,cellular,apr,wed,91,10,0,53,0
53,admin.,married,university.degree,1,no,yes,no,408960,0,0,cellular,may,mon,202,8,1,414,0
44,self-employed,married,Technological_school,2,unknown,no,no,0,0,2,cellular,jul,fri,175,0,0,946,0
40,housemaid,single,university.degree,2,no,no,no,0,0,0,telephone,may,thu,71,0,0,1885,0
