RECORD_CREATION_DATE,MONTO_DEL_PRESTAMO,RANGO_DEL_CREDITO,DEUDA_EXISTENTE,NOTAS_DEL_AGENTE,UBICACION_DE_LA_OFICINA,PRESTAMO_INCUMPLIDO
17Jun2014:10:57:08.000000,7800,760-779,"$20,001-$30,000",Pagos mensuales de deuda verificados: $360,NEVADA,VERDADERO
17Jun2014:11:21:13.000000,2500,700-719,"$40,001-$50,000","Ingreso anual neto: $30,200",NORTHERN CALIFORNIA,FALSO
17Jun2014:11:28:30.000000,15500,760-779,,"Ingreso anual neto: $44,200",NEVADA,FALSO
17Jun2014:11:57:09.000000,2600,740-759,"$10,001-$20,000","Ingreso anual neto: $15,000",NEVADA,FALSO
17Jun2014:12:19:07.000000,3100,700-719,"$1-$10,000",,NORTHERN CALIFORNIA,FALSO
17Jun2014:12:40:36.000000,8600,760-779,,,SOUTHERN CALIFORNIA,FALSO
17Jun2014:12:48:09.000000,2500,740-759,"$100,000+",,SOUTHERN CALIFORNIA,FALSO
17Jun2014:13:08:47.000000,6700,780-799,"$20,001-$30,000",,NORTHERN CALIFORNIA,FALSO
17Jun2014:13:17:38.000000,2500,780-799,"$50,001-$60,000",,SOUTHERN CALIFORNIA,FALSO
17Jun2014:13:38:06.000000,19800,740-759,"$80,001-$90,000","Ingreso mensual neto 12,570",NORTHERN CALIFORNIA,FALSO
17Jun2014:14:01:11.000000,7700,700-719,"$20,001-$30,000","Ingreso anual neto: $200,000",NORTHERN CALIFORNIA,FALSO
17Jun2014:14:21:29.000000,2500,700-719,"$100,000+","Ingreso anual neto: $64,900",ARIZONA,VERDADERO
17Jun2014:14:44:40.000000,2600,760-779,"$30,001-$40,000",,SOUTHERN CALIFORNIA,FALSO
17Jun2014:15:12:04.000000,2500,780-799,"$1-$10,000","Pagos mensuales de deuda verificados: $110...Ingreso anual neto: $33,400",NEVADA,FALSO
17Jun2014:15:19:23.000000,2500,740-759,"$1-$10,000",,WASHINGTON STATE,FALSO
17Jun2014:15:41:39.000000,2500,700-719,"$1-$10,000","Ingreso anual neto: $20,700...Pagos mensuales de deuda verificados: $80",NORTHERN CALIFORNIA,FALSO
17Jun2014:16:08:31.000000,2500,720-739,"$100,000+","Pagos mensuales de deuda verificados: $5,350...Ingreso anual neto: $200,000",OREGON,VERDADERO
17Jun2014:16:16:43.000000,19700,740-759,"$40,001-$50,000","Ingreso anual neto: $65,700",SOUTHERN CALIFORNIA,FALSO
17Jun2014:16:26:40.000000,5600,700-719,"$30,001-$40,000","Ingreso anual neto: $23,400",SOUTHERN CALIFORNIA,VERDADERO
17Jun2014:16:33:46.000000,6400,740-759,,,NORTHERN CALIFORNIA,FALSO
17Jun2014:16:45:44.000000,12100,700-719,"$20,001-$30,000",,OREGON,FALSO
17Jun2014:17:19:32.000000,2500,740-759,"$30,001-$40,000","Ingreso anual neto: $31,200",NORTHERN CALIFORNIA,FALSO
17Jun2014:17:38:44.000000,2500,760-779,"$20,001-$30,000","Ingreso anual neto: $16,900",SOUTHERN CALIFORNIA,FALSO
17Jun2014:17:51:10.000000,9400,800+,,,ARIZONA,FALSO
17Jun2014:18:02:47.000000,2500,720-739,"$10,001-$20,000","Ingreso anual neto: $15,000",OREGON,FALSO
17Jun2014:18:33:48.000000,2500,760-779,"$1-$10,000","Ingreso anual neto: $20,200",OREGON,FALSO
18Jun2014:09:23:20.000000,3500,720-739,,El cliente no tiene deuda,WASHINGTON STATE,FALSO
18Jun2014:09:51:18.000000,2500,700-719,"$40,001-$50,000",,ARIZONA,FALSO
18Jun2014:10:09:07.000000,2500,780-799,"$40,001-$50,000","Ingreso anual neto: $24,000",SOUTHERN CALIFORNIA,FALSO
18Jun2014:10:18:33.000000,11500,740-759,"$100,000+","Pagos mensuales de deuda verificados: $2,130",ARIZONA,VERDADERO
18Jun2014:10:41:34.000000,6000,720-739,"$10,001-$20,000",,SOUTHERN CALIFORNIA,FALSO
18Jun2014:11:10:20.000000,3800,760-779,,,SOUTHERN CALIFORNIA,VERDADERO
18Jun2014:11:42:28.000000,2500,720-739,,,ARIZONA,FALSO
18Jun2014:11:58:12.000000,2500,720-739,"$40,001-$50,000","Ingreso anual neto: $115,400",SOUTHERN CALIFORNIA,FALSO
18Jun2014:12:08:11.000000,2500,740-759,"$1-$10,000","Ingreso anual neto: $15,000",WASHINGTON STATE,FALSO
18Jun2014:12:35:05.000000,4600,780-799,,El cliente no tiene deuda,WASHINGTON STATE,FALSO
18Jun2014:12:49:35.000000,2500,780-799,"$100,000+","Ingreso mensual neto 6,870",SOUTHERN CALIFORNIA,FALSO
18Jun2014:12:58:53.000000,5100,720-739,"$20,001-$30,000","Ingreso anual neto: $22,200",SOUTHERN CALIFORNIA,FALSO
18Jun2014:13:25:15.000000,2800,760-779,,"Ingreso anual neto: $21,300...El cliente no tiene deuda",NEVADA,FALSO
18Jun2014:13:37:22.000000,20000,780-799,,El cliente no tiene deuda,SOUTHERN CALIFORNIA,FALSO
18Jun2014:14:02:00.000000,35000,780-799,"$30,001-$40,000",,ARIZONA,FALSO
18Jun2014:14:11:31.000000,3300,720-739,"$1-$10,000",,ARIZONA,FALSO
18Jun2014:14:19:26.000000,11200,800+,,"El cliente no tiene deuda...Ingreso mensual neto 3,580",ARIZONA,FALSO
18Jun2014:14:34:08.000000,7000,760-779,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
18Jun2014:14:57:12.000000,2500,700-719,"$100,000+","Ingreso mensual neto 5,180",SOUTHERN CALIFORNIA,VERDADERO
18Jun2014:15:10:23.000000,2500,780-799,,El cliente no tiene deuda,ARIZONA,FALSO
18Jun2014:15:32:25.000000,5100,720-739,"$40,001-$50,000","Ingreso anual neto: $95,300",ARIZONA,FALSO
18Jun2014:15:39:02.000000,2700,760-779,"$20,001-$30,000","Ingreso anual neto: $28,000",ARIZONA,FALSO
18Jun2014:16:05:05.000000,2500,760-779,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
18Jun2014:16:15:09.000000,3400,780-799,,,ARIZONA,FALSO
18Jun2014:16:45:48.000000,3600,700-719,,El cliente no tiene deuda,NEVADA,FALSO
18Jun2014:17:04:04.000000,2500,740-759,"$100,000+","Ingreso mensual neto 10,700...Pagos mensuales de deuda verificados: $2,270",OREGON,VERDADERO
18Jun2014:17:28:49.000000,2500,700-719,"$30,001-$40,000","Ingreso anual neto: $16,300",SOUTHERN CALIFORNIA,FALSO
18Jun2014:17:49:55.000000,2500,720-739,"$100,000+",,ARIZONA,VERDADERO
18Jun2014:18:11:27.000000,35000,720-739,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
18Jun2014:18:44:23.000000,2500,740-759,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
19Jun2014:09:12:40.000000,3700,760-779,"$20,001-$30,000",Pagos mensuales de deuda verificados: $520,NORTHERN CALIFORNIA,FALSO
19Jun2014:09:18:45.000000,2500,740-759,,"Ingreso anual neto: $39,300",SOUTHERN CALIFORNIA,FALSO
19Jun2014:09:35:51.000000,6100,760-779,"$20,001-$30,000","Ingreso anual neto: $15,000",WASHINGTON STATE,FALSO
19Jun2014:10:09:01.000000,2500,720-739,,,ARIZONA,FALSO
19Jun2014:10:20:04.000000,5100,720-739,"$70,001-$80,000",,NEVADA,FALSO
19Jun2014:10:54:07.000000,2500,760-779,,"Ingreso mensual neto 7,180",SOUTHERN CALIFORNIA,FALSO
19Jun2014:11:16:05.000000,15800,720-739,,"Ingreso anual neto: $35,400",SOUTHERN CALIFORNIA,FALSO
19Jun2014:11:32:38.000000,2900,740-759,,"Ingreso anual neto: $61,000",NEVADA,FALSO
19Jun2014:12:06:29.000000,3300,780-799,"$20,001-$30,000","Ingreso anual neto: $41,100...Pagos mensuales de deuda verificados: $410",SOUTHERN CALIFORNIA,FALSO
19Jun2014:12:35:49.000000,2600,760-779,,,NEVADA,FALSO
19Jun2014:13:07:52.000000,5300,780-799,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
19Jun2014:13:34:48.000000,4400,700-719,,"Ingreso mensual neto 3,560",OREGON,FALSO
19Jun2014:14:06:48.000000,8200,700-719,,"Ingreso mensual neto 16,670",SOUTHERN CALIFORNIA,FALSO
19Jun2014:14:31:41.000000,2500,720-739,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
19Jun2014:14:49:55.000000,10400,800+,,"El cliente no tiene deuda...Ingreso anual neto: $106,300",WASHINGTON STATE,FALSO
19Jun2014:14:58:25.000000,6200,780-799,,"Ingreso anual neto: $27,500...El cliente no tiene deuda",NEVADA,FALSO
19Jun2014:15:32:13.000000,2600,800+,"$1-$10,000",,NEVADA,FALSO
19Jun2014:15:44:59.000000,3300,700-719,"$10,001-$20,000","Ingreso mensual neto 3,330",SOUTHERN CALIFORNIA,FALSO
19Jun2014:16:17:15.000000,6600,780-799,"$1-$10,000",Pagos mensuales de deuda verificados: $150,NORTHERN CALIFORNIA,FALSO
19Jun2014:16:28:27.000000,2500,700-719,,"Ingreso anual neto: $30,800...El cliente no tiene deuda",NORTHERN CALIFORNIA,FALSO
19Jun2014:16:55:35.000000,2500,800+,,El cliente no tiene deuda,NEVADA,FALSO
19Jun2014:17:15:33.000000,2500,760-779,,"Ingreso mensual neto 3,910...El cliente no tiene deuda",WASHINGTON STATE,FALSO
19Jun2014:17:45:13.000000,10300,720-739,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
19Jun2014:18:10:29.000000,2500,780-799,"$1-$10,000","Ingreso anual neto: $51,100...Pagos mensuales de deuda verificados: $10",NEVADA,VERDADERO
19Jun2014:18:36:25.000000,11900,700-719,,"Ingreso anual neto: $63,100",ARIZONA,VERDADERO
19Jun2014:18:44:34.000000,5900,700-719,,El cliente no tiene deuda,NORTHERN CALIFORNIA,FALSO
20Jun2014:09:08:32.000000,35000,780-799,"$100,000+","Ingreso anual neto: $200,000",WASHINGTON STATE,FALSO
20Jun2014:09:14:59.000000,9800,700-719,"$20,001-$30,000","Ingreso anual neto: $51,800",WASHINGTON STATE,FALSO
20Jun2014:09:43:50.000000,3500,780-799,"$100,000+",,ARIZONA,FALSO
20Jun2014:10:16:32.000000,23300,700-719,"$30,001-$40,000","Ingreso mensual neto 4,590",SOUTHERN CALIFORNIA,FALSO
20Jun2014:10:29:32.000000,2500,780-799,,El cliente no tiene deuda,WASHINGTON STATE,FALSO
20Jun2014:10:45:53.000000,5900,700-719,"$100,000+","Pagos mensuales de deuda verificados: $2,140...Ingreso anual neto: $77,300",NORTHERN CALIFORNIA,VERDADERO
20Jun2014:11:13:41.000000,2500,700-719,"$30,001-$40,000",,NEVADA,FALSO
20Jun2014:11:46:59.000000,2500,720-739,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
20Jun2014:12:08:45.000000,2500,700-719,"$100,000+",,WASHINGTON STATE,FALSO
20Jun2014:12:29:07.000000,2800,740-759,,,NORTHERN CALIFORNIA,VERDADERO
20Jun2014:12:50:12.000000,22400,740-759,,"El cliente no tiene deuda...Ingreso mensual neto 1,960",NEVADA,FALSO
20Jun2014:13:14:43.000000,16000,700-719,"$100,000+","Ingreso anual neto: $200,000",NORTHERN CALIFORNIA,FALSO
20Jun2014:13:26:37.000000,16000,760-779,"$60,001-$70,000",,NEVADA,FALSO
20Jun2014:13:34:35.000000,13300,700-719,,El cliente no tiene deuda,ARIZONA,FALSO
20Jun2014:14:01:15.000000,5900,780-799,"$1-$10,000","Ingreso mensual neto 1,850",NORTHERN CALIFORNIA,FALSO
20Jun2014:14:32:54.000000,9100,740-759,"$1-$10,000",,NEVADA,FALSO
20Jun2014:15:05:35.000000,3800,740-759,"$1-$10,000","Ingreso anual neto: $17,700",NORTHERN CALIFORNIA,FALSO
20Jun2014:15:21:40.000000,5400,740-759,"$10,001-$20,000",,OREGON,FALSO
20Jun2014:15:42:15.000000,2500,700-719,"$30,001-$40,000",Pagos mensuales de deuda verificados: $540,NORTHERN CALIFORNIA,FALSO
20Jun2014:16:09:02.000000,29000,700-719,"$100,000+",,SOUTHERN CALIFORNIA,VERDADERO
20Jun2014:16:35:11.000000,6100,700-719,,"Ingreso anual neto: $25,300",ARIZONA,FALSO
20Jun2014:17:05:50.000000,3100,700-719,"$1-$10,000","Ingreso anual neto: $33,300",NORTHERN CALIFORNIA,FALSO
20Jun2014:17:27:30.000000,15200,720-739,"$60,001-$70,000",,NEVADA,FALSO
20Jun2014:17:58:48.000000,2600,720-739,"$80,001-$90,000","Ingreso mensual neto 7,470",SOUTHERN CALIFORNIA,FALSO
20Jun2014:18:17:03.000000,2900,760-779,"$50,001-$60,000",Pagos mensuales de deuda verificados: $960,SOUTHERN CALIFORNIA,FALSO
20Jun2014:18:24:26.000000,24600,780-799,"$20,001-$30,000","Ingreso anual neto: $15,000...Pagos mensuales de deuda verificados: $510",ARIZONA,FALSO
20Jun2014:18:52:58.000000,3500,760-779,"$30,001-$40,000","Ingreso anual neto: $147,400",NEVADA,FALSO
23Jun2014:09:03:27.000000,8800,800+,,,SOUTHERN CALIFORNIA,FALSO
23Jun2014:09:14:16.000000,10500,740-759,"$100,000+",,SOUTHERN CALIFORNIA,FALSO
23Jun2014:09:33:28.000000,2500,700-719,"$100,000+",,OREGON,VERDADERO
23Jun2014:09:50:22.000000,2500,760-779,,"Ingreso mensual neto 1,470",ARIZONA,FALSO
23Jun2014:10:22:48.000000,2500,760-779,"$60,001-$70,000","Ingreso mensual neto 5,530",WASHINGTON STATE,FALSO
23Jun2014:10:44:35.000000,6000,760-779,,,ARIZONA,VERDADERO
23Jun2014:11:07:23.000000,21600,700-719,,"Ingreso mensual neto 1,480",WASHINGTON STATE,FALSO
23Jun2014:11:31:47.000000,9200,740-759,"$60,001-$70,000","Pagos mensuales de deuda verificados: $1,140",SOUTHERN CALIFORNIA,FALSO
23Jun2014:11:58:07.000000,7600,720-739,,"Ingreso anual neto: $158,500...El cliente no tiene deuda",WASHINGTON STATE,FALSO
23Jun2014:12:05:33.000000,2500,740-759,"$10,001-$20,000","Ingreso anual neto: $60,600",SOUTHERN CALIFORNIA,FALSO
23Jun2014:12:20:42.000000,2500,700-719,"$100,000+",,ARIZONA,VERDADERO
23Jun2014:12:49:41.000000,2500,700-719,"$30,001-$40,000",,SOUTHERN CALIFORNIA,FALSO
23Jun2014:13:03:26.000000,2800,740-759,,"Ingreso anual neto: $151,900",SOUTHERN CALIFORNIA,FALSO
23Jun2014:13:32:26.000000,2800,740-759,"$60,001-$70,000","Pagos mensuales de deuda verificados: $1,040",WASHINGTON STATE,FALSO
23Jun2014:14:00:33.000000,2500,740-759,"$40,001-$50,000",Pagos mensuales de deuda verificados: $850,ARIZONA,FALSO
23Jun2014:14:31:21.000000,34400,720-739,"$80,001-$90,000",,OREGON,FALSO
23Jun2014:14:44:29.000000,2600,700-719,"$10,001-$20,000","Ingreso anual neto: $15,000",SOUTHERN CALIFORNIA,FALSO
23Jun2014:15:15:24.000000,4000,720-739,"$20,001-$30,000","Ingreso anual neto: $54,000",SOUTHERN CALIFORNIA,FALSO
23Jun2014:15:25:11.000000,7100,720-739,,"Ingreso anual neto: $200,000",ARIZONA,FALSO
23Jun2014:15:36:21.000000,4000,740-759,"$100,000+","Ingreso anual neto: $91,200",SOUTHERN CALIFORNIA,VERDADERO
23Jun2014:15:57:03.000000,2500,740-759,,"Ingreso anual neto: $15,000",SOUTHERN CALIFORNIA,FALSO
23Jun2014:16:11:52.000000,5900,720-739,"$10,001-$20,000","Ingreso mensual neto 4,560",ARIZONA,FALSO
23Jun2014:16:36:40.000000,19200,740-759,"$10,001-$20,000","Ingreso anual neto: $39,900",NORTHERN CALIFORNIA,VERDADERO
23Jun2014:16:42:31.000000,2500,760-779,"$1-$10,000","Ingreso anual neto: $15,000",ARIZONA,FALSO
23Jun2014:17:12:32.000000,6300,780-799,"$40,001-$50,000",,NEVADA,FALSO
23Jun2014:17:18:53.000000,5400,760-779,"$10,001-$20,000",,SOUTHERN CALIFORNIA,FALSO
23Jun2014:17:44:09.000000,14100,740-759,"$30,001-$40,000","Ingreso anual neto: $75,400",NORTHERN CALIFORNIA,FALSO
23Jun2014:18:03:55.000000,18100,780-799,"$10,001-$20,000",,SOUTHERN CALIFORNIA,FALSO
23Jun2014:18:21:49.000000,2500,760-779,"$20,001-$30,000",,NORTHERN CALIFORNIA,FALSO
23Jun2014:18:42:42.000000,2500,740-759,,"Ingreso anual neto: $200,000",SOUTHERN CALIFORNIA,FALSO
24Jun2014:09:05:22.000000,2500,700-719,"$20,001-$30,000",,ARIZONA,FALSO
24Jun2014:09:11:13.000000,2500,700-719,,,SOUTHERN CALIFORNIA,FALSO
24Jun2014:09:24:09.000000,29400,740-759,,"Ingreso mensual neto 1,250",OREGON,FALSO
24Jun2014:09:54:38.000000,5500,700-719,"$80,001-$90,000","Ingreso mensual neto 5,360",NORTHERN CALIFORNIA,FALSO
24Jun2014:10:13:11.000000,3600,720-739,"$1-$10,000",Pagos mensuales de deuda verificados: $110,SOUTHERN CALIFORNIA,FALSO
24Jun2014:10:27:07.000000,4800,760-779,"$60,001-$70,000","Ingreso anual neto: $45,200",NORTHERN CALIFORNIA,FALSO
24Jun2014:10:35:12.000000,2500,740-759,"$60,001-$70,000","Ingreso anual neto: $67,500",ARIZONA,FALSO
24Jun2014:10:45:09.000000,3500,700-719,,,NORTHERN CALIFORNIA,FALSO
24Jun2014:11:10:14.000000,2500,740-759,"$1-$10,000","Ingreso anual neto: $33,400",ARIZONA,FALSO
24Jun2014:11:20:05.000000,6900,720-739,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
24Jun2014:11:27:53.000000,2900,780-799,"$30,001-$40,000","Ingreso anual neto: $33,400...Pagos mensuales de deuda verificados: $570",WASHINGTON STATE,FALSO
24Jun2014:11:34:37.000000,20800,700-719,"$20,001-$30,000","Ingreso mensual neto 3,300",NORTHERN CALIFORNIA,FALSO
24Jun2014:12:03:42.000000,6800,700-719,"$1-$10,000","Ingreso mensual neto 4,800",SOUTHERN CALIFORNIA,FALSO
24Jun2014:12:23:52.000000,5900,780-799,"$30,001-$40,000","Ingreso anual neto: $55,400",SOUTHERN CALIFORNIA,FALSO
24Jun2014:12:55:55.000000,2500,700-719,,,NORTHERN CALIFORNIA,FALSO
24Jun2014:13:05:21.000000,2500,780-799,"$20,001-$30,000","Ingreso mensual neto 3,110",NEVADA,FALSO
24Jun2014:13:22:56.000000,32700,720-739,"$20,001-$30,000",,WASHINGTON STATE,FALSO
24Jun2014:13:34:47.000000,5300,700-719,,"Ingreso anual neto: $84,800...El cliente no tiene deuda",NEVADA,FALSO
24Jun2014:14:06:52.000000,6400,780-799,"$1-$10,000",,ARIZONA,VERDADERO
24Jun2014:14:33:22.000000,18700,700-719,,"Ingreso anual neto: $25,400",WASHINGTON STATE,VERDADERO
24Jun2014:14:57:52.000000,3500,780-799,"$30,001-$40,000","Ingreso mensual neto 1,910",WASHINGTON STATE,VERDADERO
24Jun2014:15:28:55.000000,7000,800+,,"Ingreso anual neto: $89,700",WASHINGTON STATE,FALSO
24Jun2014:16:01:18.000000,2500,720-739,"$40,001-$50,000","Ingreso anual neto: $59,300",NEVADA,FALSO
24Jun2014:16:13:45.000000,4100,700-719,"$10,001-$20,000",,ARIZONA,VERDADERO
24Jun2014:16:21:43.000000,2500,700-719,"$10,001-$20,000","Pagos mensuales de deuda verificados: $290...Ingreso mensual neto 3,430",NORTHERN CALIFORNIA,FALSO
24Jun2014:16:49:31.000000,2900,760-779,"$1-$10,000",Pagos mensuales de deuda verificados: $60,NORTHERN CALIFORNIA,FALSO
24Jun2014:17:00:13.000000,2500,720-739,,,NORTHERN CALIFORNIA,FALSO
24Jun2014:17:31:58.000000,4600,700-719,"$50,001-$60,000","Pagos mensuales de deuda verificados: $940...Ingreso anual neto: $55,700",ARIZONA,FALSO
24Jun2014:18:02:01.000000,6300,780-799,"$50,001-$60,000",,ARIZONA,FALSO
24Jun2014:18:30:07.000000,2500,740-759,"$10,001-$20,000",Pagos mensuales de deuda verificados: $180,SOUTHERN CALIFORNIA,VERDADERO
24Jun2014:18:57:52.000000,3200,700-719,"$30,001-$40,000","Ingreso anual neto: $25,300",SOUTHERN CALIFORNIA,FALSO
25Jun2014:09:02:43.000000,2500,780-799,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
25Jun2014:09:16:11.000000,2500,800+,,El cliente no tiene deuda,SOUTHERN CALIFORNIA,FALSO
25Jun2014:09:29:51.000000,2500,800+,"$10,001-$20,000","Ingreso anual neto: $41,000",NORTHERN CALIFORNIA,FALSO
25Jun2014:09:56:14.000000,2500,760-779,,"El cliente no tiene deuda...Ingreso anual neto: $15,000",WASHINGTON STATE,FALSO
25Jun2014:10:22:26.000000,3600,800+,"$70,001-$80,000","Ingreso mensual neto 7,840",ARIZONA,FALSO
25Jun2014:10:53:07.000000,4200,760-779,"$80,001-$90,000","Ingreso mensual neto 7,500",NEVADA,FALSO
25Jun2014:11:00:02.000000,3100,740-759,"$10,001-$20,000",,SOUTHERN CALIFORNIA,FALSO
25Jun2014:11:24:31.000000,2500,700-719,"$30,001-$40,000",,NEVADA,FALSO
25Jun2014:11:52:50.000000,6500,780-799,"$100,000+",,SOUTHERN CALIFORNIA,FALSO
25Jun2014:12:03:41.000000,2500,700-719,"$60,001-$70,000",,SOUTHERN CALIFORNIA,FALSO
25Jun2014:12:10:14.000000,2500,780-799,"$10,001-$20,000","Ingreso anual neto: $20,400",OREGON,FALSO
25Jun2014:12:28:53.000000,2500,780-799,"$1-$10,000","Ingreso mensual neto 5,490",NORTHERN CALIFORNIA,FALSO
25Jun2014:12:58:04.000000,35000,720-739,"$1-$10,000",Pagos mensuales de deuda verificados: $60,OREGON,FALSO
25Jun2014:13:09:16.000000,11700,780-799,"$10,001-$20,000",,ARIZONA,FALSO
25Jun2014:13:41:30.000000,2500,740-759,"$20,001-$30,000","Ingreso anual neto: $38,000",NORTHERN CALIFORNIA,VERDADERO
25Jun2014:14:07:27.000000,8500,800+,"$100,000+",,WASHINGTON STATE,FALSO
25Jun2014:14:35:20.000000,7800,760-779,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
25Jun2014:15:06:39.000000,5300,720-739,"$30,001-$40,000",,WASHINGTON STATE,FALSO
25Jun2014:15:31:55.000000,5500,700-719,"$10,001-$20,000",,NEVADA,FALSO
25Jun2014:15:46:38.000000,8200,780-799,"$100,000+",,ARIZONA,VERDADERO
25Jun2014:16:12:40.000000,3800,780-799,"$1-$10,000",Pagos mensuales de deuda verificados: $70,ARIZONA,FALSO
25Jun2014:16:23:02.000000,7700,780-799,"$100,000+","Ingreso anual neto: $125,100",SOUTHERN CALIFORNIA,VERDADERO
25Jun2014:16:47:19.000000,2800,700-719,,"Ingreso anual neto: $40,500",ARIZONA,FALSO
25Jun2014:17:04:55.000000,2500,720-739,"$100,000+",,NEVADA,FALSO
25Jun2014:17:36:35.000000,18000,720-739,"$100,000+","Ingreso anual neto: $123,800...Pagos mensuales de deuda verificados: $2,490",NEVADA,VERDADERO
25Jun2014:17:47:50.000000,2500,700-719,,,ARIZONA,FALSO
25Jun2014:18:00:16.000000,12400,720-739,"$50,001-$60,000",,NORTHERN CALIFORNIA,FALSO
25Jun2014:18:20:19.000000,2500,760-779,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
25Jun2014:18:50:23.000000,8600,780-799,,,NORTHERN CALIFORNIA,FALSO
25Jun2014:18:57:32.000000,2500,780-799,"$40,001-$50,000","Ingreso mensual neto 4,680",WASHINGTON STATE,VERDADERO
26Jun2014:09:13:27.000000,2500,760-779,"$20,001-$30,000","Pagos mensuales de deuda verificados: $450...Ingreso anual neto: $15,000",ARIZONA,VERDADERO
26Jun2014:09:40:42.000000,3200,700-719,"$10,001-$20,000",Pagos mensuales de deuda verificados: $230,SOUTHERN CALIFORNIA,FALSO
26Jun2014:09:51:52.000000,3400,760-779,,"Ingreso anual neto: $40,300",SOUTHERN CALIFORNIA,FALSO
26Jun2014:10:14:20.000000,32300,780-799,,El cliente no tiene deuda,NORTHERN CALIFORNIA,FALSO
26Jun2014:10:26:08.000000,4200,720-739,"$30,001-$40,000",,NORTHERN CALIFORNIA,FALSO
26Jun2014:10:38:07.000000,2500,760-779,"$40,001-$50,000",,NORTHERN CALIFORNIA,FALSO
26Jun2014:10:46:30.000000,2500,740-759,,,ARIZONA,FALSO
26Jun2014:11:20:07.000000,14200,800+,,"El cliente no tiene deuda...Ingreso anual neto: $45,100",ARIZONA,FALSO
26Jun2014:11:32:38.000000,2500,780-799,,El cliente no tiene deuda,OREGON,FALSO
26Jun2014:11:41:14.000000,2500,740-759,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
26Jun2014:12:12:47.000000,4900,700-719,"$1-$10,000",,NEVADA,FALSO
26Jun2014:12:22:15.000000,2500,720-739,"$10,001-$20,000",,SOUTHERN CALIFORNIA,FALSO
26Jun2014:12:42:50.000000,3800,720-739,"$100,000+","Ingreso anual neto: $146,200",NORTHERN CALIFORNIA,VERDADERO
26Jun2014:13:12:33.000000,2500,700-719,"$1-$10,000","Ingreso mensual neto 2,660...Pagos mensuales de deuda verificados: $30",SOUTHERN CALIFORNIA,VERDADERO
26Jun2014:13:24:24.000000,3000,780-799,"$50,001-$60,000",Pagos mensuales de deuda verificados: $900,NEVADA,FALSO
26Jun2014:13:51:07.000000,2500,740-759,"$20,001-$30,000","Ingreso anual neto: $15,800",ARIZONA,FALSO
26Jun2014:14:23:53.000000,25200,700-719,"$70,001-$80,000","Ingreso anual neto: $87,700",ARIZONA,FALSO
26Jun2014:14:38:29.000000,4100,760-779,,El cliente no tiene deuda,WASHINGTON STATE,FALSO
26Jun2014:15:08:50.000000,2500,760-779,"$70,001-$80,000","Ingreso mensual neto 8,930",NORTHERN CALIFORNIA,FALSO
26Jun2014:15:33:41.000000,2500,780-799,"$20,001-$30,000","Ingreso anual neto: $15,000",SOUTHERN CALIFORNIA,FALSO
26Jun2014:15:54:09.000000,5900,760-779,"$20,001-$30,000",,NORTHERN CALIFORNIA,FALSO
26Jun2014:16:13:57.000000,5200,780-799,"$1-$10,000",,NORTHERN CALIFORNIA,FALSO
26Jun2014:16:28:16.000000,2500,700-719,"$100,000+","Ingreso anual neto: $95,200",SOUTHERN CALIFORNIA,VERDADERO
26Jun2014:16:57:43.000000,6000,760-779,,,SOUTHERN CALIFORNIA,FALSO
26Jun2014:17:19:33.000000,19700,740-759,"$10,001-$20,000",Pagos mensuales de deuda verificados: $270,SOUTHERN CALIFORNIA,FALSO
26Jun2014:17:31:04.000000,4600,740-759,"$10,001-$20,000","Ingreso anual neto: $18,100",NORTHERN CALIFORNIA,FALSO
26Jun2014:18:01:17.000000,4900,700-719,,El cliente no tiene deuda,SOUTHERN CALIFORNIA,FALSO
26Jun2014:18:16:43.000000,2500,740-759,,,ARIZONA,FALSO
